id,imagemUrl,titulo,tipoObra,temas_filtrados
14807,https://acervo-portinari.s3.sa-east-1.amazonaws.com/23858ea8cf2b2cc977ce31a428ab3899.jpeg,Pau-Brasil,Pintura,"Cenas de trabalho, Trabalhadores"
14812,https://acervo-portinari.s3.sa-east-1.amazonaws.com/a9b5bfad5b0e55fdcac669b12e6eebe3.jpeg,Cana,Pintura,"Cenas de trabalho, Cultura de cana, Trabalhadores, Lavrador"
14815,https://acervo-portinari.s3.sa-east-1.amazonaws.com/b366110eded343246e1148ef18cac0f2.jpeg,Gado,Pintura,"Cenas de trabalho, Trabalhadores"
14822,https://acervo-portinari.s3.sa-east-1.amazonaws.com/f4f1dd53752181b420f541a69fc47c56.jpeg,Garimpo,Pintura,"Cenas de trabalho, Garimpagem, Trabalhadores, Garimpeiro"
14825,https://acervo-portinari.s3.sa-east-1.amazonaws.com/c38427fb4d9a1f9e6bf8a20ceb21c37c.jpeg,Fumo,Pintura,"Cenas de trabalho, Cultura de fumo, Trabalhadores, Lavrador"
14827,https://acervo-portinari.s3.sa-east-1.amazonaws.com/d18db45a462b186adb5a82e08f145447.jpeg,Fumo,Pintura,"Cenas de trabalho, Cultura de fumo, Trabalhadores, Lavrador"
14829,https://acervo-portinari.s3.sa-east-1.amazonaws.com/66434c16838c02dbd377c9cd51345d72.jpeg,Algodão,Pintura,"Cenas de trabalho, Cultura de algodão, Trabalhadores, Lavrador"
14831,https://acervo-portinari.s3.sa-east-1.amazonaws.com/240bdb4d09b3c5985b016c5abe274954.jpeg,Café,Pintura,"Cenas de trabalho, Cultura de café, Trabalhadores, Lavrador"
14834,https://acervo-portinari.s3.sa-east-1.amazonaws.com/42e8fbaf7796ddfea1d2f24a994714eb.jpeg,Ferro,Pintura,"Cenas de trabalho, Trabalhadores"
14837,https://acervo-portinari.s3.sa-east-1.amazonaws.com/46ceab8e6d56e3bd2b3fd789f54b2368.jpeg,Borracha,Pintura,"Cenas de trabalho, Cultura de borracha, Trabalhadores"
14841,https://acervo-portinari.s3.sa-east-1.amazonaws.com/a4360c95d0206ffc1fa07b1b8ab9c4bd.jpeg,Carnaúba,Pintura,"Cenas de trabalho, Trabalhadores, Lavrador"
14853,https://acervo-portinari.s3.sa-east-1.amazonaws.com/0dca87bcd65e05bd652562fbd7497596.jpeg,Paisagem de Petrópolis,Pintura,Paisagem
14855,https://acervo-portinari.s3.sa-east-1.amazonaws.com/fbedb7028ef8cb61ad1d5b662572aa69.jpeg,Boizinhos,Pintura,"Paisagem, Campo"
14865,https://acervo-portinari.s3.sa-east-1.amazonaws.com/c7cf5d056fa0e1f8146ccbf8a00c9020.jpeg,Espantalho,Pintura,"Paisagem, Campo"
14879,https://acervo-portinari.s3.sa-east-1.amazonaws.com/ea8cd379a7bf6e64f22e2bc372310b05.jpeg,Derrubada,Pintura,"Cenas de trabalho, Trabalhadores, Paisagem, Floresta"
14882,https://acervo-portinari.s3.sa-east-1.amazonaws.com/79fee5ea975a7c7dd6fb0142db4f052c.jpeg,Cana-de-Açúcar,Pintura,"Cenas de trabalho, Cultura de cana, Trabalhadores, Lavrador"
14883,https://acervo-portinari.s3.sa-east-1.amazonaws.com/fc5b6272889f24d9f2c5c730cc3c65b4.jpeg,Colheita de Feijão,Pintura,"Cenas de trabalho, Trabalhadores, Lavrador"
14886,https://acervo-portinari.s3.sa-east-1.amazonaws.com/831916020b2e1920d9d0baa7558a7f07.jpeg,Colheita de Café,Pintura,"Cenas de trabalho, Cultura de café, Trabalhadores, Lavrador"
14887,https://acervo-portinari.s3.sa-east-1.amazonaws.com/f27c2c523b2a28f671cc3fd18bee1943.jpeg,Industrialização do Brasil,Pintura,"Paisagem, Cidade"
14897,https://acervo-portinari.s3.sa-east-1.amazonaws.com/780f0e2599e37e7666b0df3ec65521dc.jpeg,Céu com Estrelas,Pintura,Paisagem
14935,https://acervo-portinari.s3.sa-east-1.amazonaws.com/56ddd93c07a3124c6ca2c3b5f18618fb.jpeg,A Primeira Missa no Brasil,Pintura,Cenas Históricas
16008,https://acervo-portinari.s3.sa-east-1.amazonaws.com/99f49caa88d59d5ff5d7a600dfcad22c.jpeg,Mulher Chorando,Pintura,Guerra
16010,https://acervo-portinari.s3.sa-east-1.amazonaws.com/fae5de1e4e411683079e29c33c962739.jpeg,Futebol,Pintura,"Paisagem, Brodowski"
16011,https://acervo-portinari.s3.sa-east-1.amazonaws.com/11bf77718afd5e17aaf8aec261d3d43f.jpeg,Órfão,Pintura,Guerra
16012,https://acervo-portinari.s3.sa-east-1.amazonaws.com/682c6a002aa9acf430991852477fed32.jpeg,Puxada da Rede,Pintura,"Cenas de trabalho, Trabalhadores, Paisagem, Marinha"
16022,https://acervo-portinari.s3.sa-east-1.amazonaws.com/374f4c142c00a23dee8b7378522fdf80.jpeg,Casamento na Roça,Pintura,"Paisagem, Brodowski"
